Minutes played,Field Goals Made,Field Goals Attempted,Field Goals 3 Points Made,Field Goal 3 Points Attempt,Free Throws Made,Free Throws Attempt,Offensive Rebounds,Defensive Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Double-double,Triple-double,Draftkings next game score
38,10,18,0,2,3,4,5,10,5,2,0,3,2,23,1,0,73.5
34,7,14,0,3,5,8,3,11,6,2,0,1,4,19,1,0,40.5
41,9,15,3,4,4,9,2,8,4,0,1,4,4,25,1,0,167.25
45,7,13,1,5,3,4,2,9,9,5,0,3,2,18,1,0,33.75
40,1,10,0,3,8,8,7,12,5,0,0,3,5,10,1,0,14.75
11,3,5,2,2,3,4,0,3,2,0,0,2,1,11,0,0,67.25
37,9,10,2,3,2,4,2,9,10,1,0,5,4,22,0,1,35.25
38,8,16,0,1,6,9,1,10,6,0,0,4,2,22,1,0,28.0
37,8,17,0,5,5,5,1,7,3,0,0,6,2,21,0,0,79.25
35,13,15,2,2,4,6,4,9,5,2,0,3,3,32,1,0,50.0
31,14,25,3,5,2,2,2,10,6,0,0,2,2,33,1,0,16.0
29,3,13,0,1,2,4,3,3,5,0,1,3,2,8,0,0,41.25
34,7,19,2,4,4,6,1,8,2,1,2,2,6,20,0,0,55.25
35,7,20,2,6,2,4,3,6,4,2,1,2,3,18,0,0,112.5
38,9,14,2,4,6,7,4,4,8,3,2,1,5,26,0,0,53.25
27,7,14,0,3,0,0,4,9,7,1,1,3,4,14,1,0,58.0
43,7,19,0,2,11,14,0,10,5,1,4,8,5,25,1,0,150.0
46,13,21,1,2,9,11,3,13,10,3,1,3,4,36,0,1,66.5
39,7,12,0,2,8,12,3,13,4,2,1,6,4,22,1,0,31.0
37,7,12,1,3,9,10,1,5,9,0,0,2,4,24,0,0,22.25
36,5,10,2,2,3,5,1,6,9,0,0,5,4,15,0,0,24.25
34,6,12,0,3,3,3,2,7,7,0,0,4,2,15,0,0,43.75
38,7,12,0,2,4,7,0,5,6,1,1,1,2,18,0,0,144.0
38,5,15,0,3,0,0,4,6,10,4,0,3,1,10,0,1,39.5
34,7,15,0,3,6,8,2,12,8,0,1,3,4,20,1,0,161.25
43,9,13,1,2,3,3,1,12,10,4,1,5,5,22,0,1,21.75
31,5,11,0,1,0,0,3,6,10,0,0,2,3,10,1,0,167.25
40,8,11,1,2,1,3,0,11,11,4,1,4,4,18,0,1,43.25
28,5,11,0,0,3,6,5,10,4,1,0,4,2,13,1,0,38.75
35,5,13,0,2,7,7,2,9,1,3,0,5,6,17,1,0,68.75
33,9,17,0,3,4,5,0,9,6,2,0,1,3,22,0,0,41.75
33,5,13,0,2,4,4,3,8,4,1,1,3,3,14,1,0,41.25
34,6,11,1,3,9,12,4,11,5,0,0,3,2,22,1,0,84.25
37,12,19,1,3,10,15,2,9,6,2,0,5,3,35,1,0,36.0
35,4,8,0,1,1,2,5,9,3,1,1,3,4,9,0,0,31.5
27,4,7,0,0,0,0,2,8,4,1,0,2,0,8,0,0,38.75
33,3,12,1,2,9,12,3,12,6,0,2,4,4,16,1,0,64.75
30,7,13,1,4,3,3,4,11,9,1,0,2,5,18,1,0,42.75
37,9,17,1,4,1,1,2,11,2,1,0,3,2,20,1,0,35.25
37,10,18,0,3,2,3,1,10,7,0,0,4,4,22,1,0,64.75
36,7,19,1,4,7,7,3,12,7,1,1,2,2,22,1,0,66.0
33,8,14,2,4,0,0,1,13,5,2,0,4,3,18,1,0,93.25
30,10,13,2,3,4,6,0,19,14,1,0,5,2,26,0,1,135.75
43,14,22,1,3,3,4,2,17,9,3,0,6,2,32,1,0,80.75
37,7,9,0,1,3,3,3,10,8,2,0,4,2,17,1,0,66.5
41,12,14,3,3,3,5,1,7,9,1,0,4,4,30,0,0,164.25
43,12,21,0,3,6,7,1,12,13,3,0,4,4,30,0,1,109.0
39,8,15,1,3,4,6,4,16,9,2,4,2,3,21,1,0,35.25
40,7,9,2,2,0,0,1,12,15,0,0,2,2,16,0,1,60.0
26,5,19,0,3,0,0,1,5,14,1,0,2,2,10,1,0,89.0
12,2,6,1,3,0,0,0,1,1,0,0,1,1,5,0,0,4.5
8,1,2,0,1,0,0,0,2,0,1,0,0,3,2,0,0,4.0
11,1,2,0,0,0,0,1,1,0,1,0,1,1,2,0,0,14.75
19,5,10,1,3,0,0,0,1,0,0,1,0,1,11,0,0,6.5
11,2,2,0,0,0,0,0,2,0,0,0,0,0,4,0,0,20.0
31,5,9,2,6,0,0,0,6,2,0,0,1,1,12,0,0,11.25
31,3,9,0,3,0,0,1,4,0,1,0,2,1,6,0,0,5.0
24,2,8,1,4,0,0,0,0,4,0,0,1,2,5,0,0,13.0
19,4,8,3,5,1,1,0,0,2,0,0,1,3,12,0,0,8.25
22,2,9,1,5,0,0,0,3,0,0,0,2,2,5,0,0,0.0
6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12.75
22,3,5,2,3,0,0,0,3,1,0,0,0,2,8,0,0,15.5
22,4,8,2,4,0,0,0,4,0,1,0,1,2,10,0,0,3.25
6,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,27.75
24,6,14,1,5,2,3,1,2,3,1,0,1,2,15,0,0,6.0
14,2,5,0,3,0,0,0,2,0,0,0,1,0,4,0,0,25.0
22,4,7,4,7,0,0,0,4,2,1,0,0,0,12,0,0,15.0
14,4,5,3,3,0,0,0,2,0,0,0,0,3,11,0,0,9.75
15,2,3,1,2,0,0,1,0,1,1,0,0,1,5,0,0,9.25
13,2,6,1,3,0,0,0,3,0,0,0,0,2,5,0,0,26.0
36,8,14,2,6,2,2,0,4,0,2,0,0,0,20,0,0,3.5
13,1,2,1,1,0,0,0,0,0,1,0,0,1,3,0,0,19.0
27,6,8,3,3,0,0,1,1,1,0,0,0,0,15,0,0,13.5
31,3,6,2,3,0,0,0,4,1,0,0,1,3,8,0,0,26.25
33,5,13,4,10,2,2,2,5,2,0,0,1,2,16,0,0,21.75
23,7,16,3,9,2,2,0,1,0,2,0,0,0,19,0,0,7.5
15,3,7,1,3,0,0,0,0,3,0,0,0,1,7,0,0,4.5
16,0,5,0,4,0,0,1,1,1,1,0,2,1,0,0,0,14.75
15,2,5,1,2,1,2,2,3,1,0,1,0,1,6,0,0,25.75
26,5,8,2,4,0,0,1,0,4,1,0,1,5,12,0,0,31.0
28,5,14,0,3,1,1,2,2,1,5,0,0,3,11,0,0,41.75
30,8,19,4,12,2,2,1,6,3,1,0,0,2,22,0,0,25.75
26,7,11,2,3,5,5,0,3,1,0,0,0,0,21,0,0,29.75
29,5,12,5,9,0,0,1,0,2,2,0,2,2,15,0,0,48.0
30,8,15,5,9,2,2,0,6,5,1,0,0,0,23,0,0,13.25
25,3,9,1,4,0,0,0,3,0,0,1,0,3,7,0,0,8.5
23,2,4,0,2,0,0,0,2,0,0,1,0,3,4,0,0,21.75
26,6,11,2,7,0,0,0,3,1,1,0,0,2,14,0,0,9.25
36,4,9,1,6,0,0,0,1,2,0,0,3,4,9,0,0,49.75
31,6,10,3,5,0,0,1,0,5,2,1,0,0,15,0,0,23.75
40,8,14,5,9,0,0,0,1,1,0,0,2,2,21,0,0,33.25
37,5,9,3,5,0,0,0,1,3,2,0,1,2,13,0,0,26.25
33,8,14,6,10,0,0,0,1,0,0,0,0,0,22,0,0,24.75
34,5,7,2,3,1,1,2,7,1,0,0,1,1,13,0,0,19.0
31,5,8,3,6,0,0,2,2,1,0,0,1,2,13,0,0,0.0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.75
23,6,11,2,6,5,5,0,3,0,1,0,0,2,19,0,0,18.75
20,6,12,2,5,0,0,0,1,1,1,0,1,2,14,0,0,32.25
24,7,13,3,9,1,2,0,3,3,1,0,0,1,18,0,0,29.5
29,9,14,4,6,0,1,0,2,1,1,0,0,1,22,0,0,48.0
41,12,17,5,9,6,7,0,2,3,1,0,2,3,35,0,0,26.0
29,9,14,4,7,0,0,0,2,0,2,0,1,0,22,0,0,24.25
31,6,13,3,5,1,1,2,1,1,1,0,0,3,16,0,0,23.5
32,7,15,3,8,0,0,0,2,1,1,0,1,2,17,0,0,15.75
35,5,11,2,6,0,0,0,3,0,0,0,2,2,12,0,0,25.5
28,8,13,5,7,2,2,0,0,2,0,0,0,4,23,0,0,27.0
31,8,18,2,7,3,3,0,4,0,1,0,0,0,21,0,0,28.75
27,4,10,3,7,2,2,1,2,4,1,0,3,2,13,0,0,11.5
25,3,4,2,3,0,0,2,0,1,0,0,0,3,8,0,0,19.5
25,3,6,2,3,0,0,1,3,2,1,0,1,4,8,0,0,15.0
24,3,6,0,2,0,0,1,3,1,0,2,0,0,6,0,0,15.75
22,3,9,2,4,0,0,1,2,1,1,0,0,1,8,0,0,28.75
22,6,11,2,6,1,1,0,3,3,1,0,0,2,15,0,0,14.75
17,3,10,2,7,0,0,1,4,1,0,0,1,0,8,0,0,20.25
27,5,14,5,13,2,2,0,1,0,0,0,1,3,17,0,0,8.75
20,2,4,1,3,0,0,0,3,4,0,0,1,1,5,0,0,13.75
21,5,12,2,7,0,0,0,1,0,0,0,1,2,12,0,0,16.25
19,4,6,3,5,0,0,1,0,1,1,0,1,0,11,0,0,14.75
19,3,11,1,7,0,0,0,1,1,2,0,0,1,7,0,0,17.75
21,4,9,2,5,0,0,0,3,1,1,0,0,1,10,0,0,16.25
22,2,10,2,8,2,2,1,4,1,0,1,2,3,8,0,0,4.75
14,1,6,0,3,2,2,0,1,0,1,0,1,0,4,0,0,5.0
23,1,9,0,7,2,2,0,2,0,1,0,3,1,4,0,0,11.25
13,3,8,1,4,0,0,1,2,0,0,0,0,0,7,0,0,12.75
19,2,10,1,5,1,2,1,4,1,0,0,0,1,6,0,0,3.75
13,1,3,1,2,0,0,0,1,0,1,0,2,0,3,0,0,26.75
25,7,14,3,8,2,3,0,1,2,1,0,2,0,19,0,0,21.5
17,4,7,1,2,0,0,0,0,2,2,0,0,0,9,0,0,25.25
24,6,14,2,6,1,3,2,1,2,1,0,1,2,15,0,0,35.0
31,9,13,5,6,2,3,0,0,1,2,1,1,1,25,0,0,10.0
17,3,10,1,7,0,0,0,2,0,0,0,0,0,7,0,0,10.25
13,2,6,2,4,0,0,0,1,1,1,0,2,2,6,0,0,25.5
29,7,11,2,4,1,1,2,2,1,1,0,1,2,17,0,0,12.25
20,2,6,2,5,2,2,0,1,0,3,1,0,0,8,0,0,8.25
14,3,8,1,3,0,0,0,1,2,0,0,1,5,7,0,0,17.0
28,4,13,3,6,0,0,0,2,1,1,0,2,2,11,0,0,2.5
13,1,8,1,4,0,0,0,0,0,0,0,2,0,3,0,0,4.25
17,1,3,1,3,0,0,0,1,1,0,0,1,1,3,0,0,2.75
7,1,2,0,0,0,0,0,1,1,0,0,1,0,2,0,0,2.0
5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4.0
7,1,4,0,1,0,0,0,0,1,0,1,0,0,2,0,0,8.5
11,2,4,2,2,0,0,1,1,2,0,0,2,2,6,0,0,19.5
19,3,5,1,3,2,2,0,4,2,1,0,2,2,9,0,0,21.5
20,4,8,3,3,0,0,0,0,3,1,0,0,1,11,0,0,6.0
13,3,11,0,3,0,0,0,0,0,0,0,0,0,6,0,0,17.5
24,5,9,3,6,1,2,0,2,1,0,0,1,0,14,0,0,2.0
15,1,7,0,3,0,0,0,0,0,0,0,0,1,2,0,0,7.0
16,1,3,0,1,0,0,1,3,2,0,0,0,1,2,0,0,6.25
12,2,5,1,3,0,0,0,1,0,0,0,1,0,5,0,0,6.0
11,1,2,1,2,0,0,1,1,0,0,0,0,1,3,0,0,10.25
14,2,5,2,4,0,0,0,1,0,0,1,0,1,6,0,0,26.0
22,6,11,3,7,1,2,0,2,2,1,0,0,1,16,0,0,10.25
20,3,7,1,2,0,0,0,1,1,1,0,3,4,7,0,0,21.5
22,5,14,3,10,0,0,0,4,2,0,1,0,1,13,0,0,-0.5
2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,15.75
24,5,12,1,5,0,0,0,1,1,1,0,0,0,11,0,0,13.0
20,3,5,2,4,2,2,0,2,0,1,0,1,1,10,0,0,9.0
16,3,6,2,5,0,0,0,0,0,1,0,0,1,8,0,0,18.25
26,4,10,2,4,0,0,0,5,2,0,1,2,1,10,0,0,6.5
13,0,5,0,4,2,2,0,4,0,0,0,1,0,2,0,0,6.0
7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,43.5
39,9,16,5,10,4,4,0,4,1,3,0,0,5,27,0,0,7.0
14,1,7,0,3,0,0,1,1,1,1,0,1,1,2,0,0,14.75
24,4,10,1,2,2,2,0,3,0,3,0,1,1,11,0,0,12.0
31,4,10,1,5,3,3,0,0,1,0,0,1,4,12,0,0,41.5
18,3,8,1,4,3,3,1,1,3,3,1,1,1,10,0,0,21.75
26,3,11,0,4,4,4,0,3,1,3,0,2,1,10,0,0,9.25
17,1,5,0,3,2,2,0,3,1,1,0,3,1,4,0,0,11.25
24,2,8,1,4,2,2,1,2,4,0,0,0,1,7,0,0,29.0
27,5,12,5,10,1,1,0,4,1,2,0,1,2,16,0,0,26.25
24,5,9,2,5,0,0,0,1,4,1,0,0,0,12,0,0,20.0
24,5,15,3,10,1,4,0,4,2,0,0,1,2,14,0,0,52.0
29,8,19,7,13,0,0,2,8,4,1,0,1,4,23,1,0,25.0
32,5,12,2,6,3,4,0,4,2,1,0,4,3,15,0,0,37.0
38,11,25,5,14,1,1,2,4,3,0,0,2,1,28,0,0,35.0
36,10,18,4,8,3,3,0,4,1,0,1,2,4,27,0,0,32.5
34,6,13,2,5,3,4,2,6,1,1,1,1,1,17,0,0,28.0
35,8,20,5,12,0,2,0,4,1,0,0,1,4,21,0,0,59.5
33,7,14,3,9,4,5,0,6,5,2,0,1,3,21,0,0,26.5
34,7,18,3,9,0,0,0,4,1,1,0,0,1,17,0,0,22.25
30,5,15,4,9,0,0,0,3,1,1,0,1,1,14,0,0,33.25
36,11,13,4,5,2,2,0,3,4,0,0,1,3,28,0,0,28.25
34,8,14,4,8,4,4,1,2,2,0,0,3,1,24,0,0,34.0
28,14,21,1,5,0,0,0,4,1,0,0,1,0,29,0,0,33.75
32,8,20,4,7,1,3,2,7,0,1,0,1,0,21,0,0,11.25
33,2,11,1,5,0,0,0,3,1,1,0,2,1,5,0,0,35.0
27,10,18,3,9,0,0,1,3,2,1,0,1,3,23,0,0,25.0
39,7,17,1,4,3,3,2,4,0,1,0,2,3,18,0,0,20.25
24,3,9,0,3,2,3,0,5,2,1,0,0,0,8,0,0,24.5
28,5,16,2,8,7,8,0,4,0,0,0,1,0,19,0,0,25.75
26,8,13,3,6,2,2,0,3,0,0,0,1,4,21,0,0,53.75
38,10,16,3,5,2,2,1,6,5,1,2,1,0,25,0,0,22.0
38,5,16,0,6,5,5,2,4,4,0,0,1,1,15,0,0,23.0
28,3,13,3,6,3,4,0,4,2,1,0,3,1,12,0,0,36.5
40,11,20,7,11,0,0,0,4,2,0,0,2,2,29,0,0,29.25
35,9,18,3,6,3,3,0,3,0,0,0,0,0,24,0,0,54.0
34,11,23,4,11,2,3,2,4,5,1,1,1,0,28,0,0,32.75
34,5,17,4,10,1,1,0,5,3,1,1,3,3,15,0,0,37.75
34,5,15,3,10,0,0,2,5,5,1,0,1,1,13,0,0,42.25
25,7,11,2,5,1,1,0,1,4,2,0,2,2,17,0,0,24.5
31,6,18,2,8,2,2,1,5,3,0,0,0,1,16,0,0,39.25
30,10,18,4,9,6,6,0,7,0,1,0,3,1,30,0,0,35.75
30,7,18,4,9,7,8,0,5,1,1,0,1,1,25,0,0,28.25
30,9,19,3,9,1,1,1,4,2,0,0,3,3,22,0,0,34.75
28,9,17,5,11,0,2,0,3,2,1,0,1,2,23,0,0,25.75
33,5,14,0,6,0,0,4,3,3,1,0,4,2,10,0,0,41.5
32,12,18,4,8,1,1,1,5,1,1,0,0,2,29,0,0,41.25
32,9,19,6,12,0,0,1,4,3,1,0,2,3,24,0,0,40.0
34,7,19,3,11,0,1,4,2,5,1,0,2,0,17,0,0,64.25
34,10,21,6,12,4,6,1,8,6,1,1,0,0,30,0,0,34.25
34,5,15,4,11,7,7,2,3,2,1,0,2,5,21,0,0,43.25
37,12,21,7,13,0,0,1,4,1,1,0,1,3,31,0,0,43.25
37,7,13,6,10,0,0,0,3,6,1,0,3,0,20,0,0,16.0
36,4,15,3,9,0,0,0,2,1,1,0,4,4,11,0,0,61.5
41,13,25,5,13,0,1,0,2,3,3,0,3,3,31,0,0,22.25
33,5,16,3,9,0,0,1,4,1,0,1,1,0,13,0,0,17.5
38,2,6,2,4,0,0,0,4,2,1,0,1,1,6,0,0,41.25
34,10,16,6,9,0,0,0,1,4,1,0,2,0,26,0,0,29.0
37,9,20,5,13,2,2,0,2,1,0,0,2,3,25,0,0,37.0
30,4,17,3,12,2,2,1,3,3,2,0,1,1,13,0,0,9.75
31,3,12,3,10,0,0,0,1,4,0,0,4,5,9,0,0,25.25
32,5,9,5,8,5,6,0,1,0,1,1,1,1,20,0,0,9.25
8,2,5,0,2,0,0,0,2,0,0,1,1,1,4,0,0,0.0
3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
6,1,3,0,1,0,0,1,1,1,0,0,0,0,2,0,0,0.0
4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3.5
3,1,2,0,1,0,0,0,0,0,0,1,1,1,2,0,0,2.75
5,1,3,0,1,0,0,1,0,0,0,0,1,3,2,0,0,4.5
7,1,1,0,0,0,1,1,1,1,0,0,0,1,2,0,0,8.25
14,2,5,1,3,0,0,0,3,1,0,0,2,1,5,0,0,2.0
3,0,0,0,0,2,2,0,0,0,1,0,0,0,2,0,0,1.25
4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18.5
12,2,6,0,2,0,0,3,3,2,1,1,2,4,4,0,0,6.0
11,0,0,0,0,2,2,0,4,0,0,0,2,1,2,0,0,2.0
7,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0.75
6,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,9.25
8,1,3,0,1,2,2,1,2,1,0,1,1,1,4,0,0,1.25
2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.0
23,5,10,3,5,0,0,1,7,0,0,0,3,2,13,0,0,17.25
24,3,7,1,2,0,0,1,2,2,1,0,0,2,7,0,0,26.25
22,5,8,2,3,2,2,1,6,1,1,0,1,3,14,0,0,38.75
28,9,16,3,6,2,3,4,3,1,2,0,1,6,23,0,0,7.75
15,2,5,1,4,1,2,1,0,0,1,0,0,3,6,0,0,15.5
11,2,8,1,5,1,2,2,4,1,0,1,1,5,6,0,0,12.25
15,1,3,1,2,3,4,1,2,0,0,1,0,5,6,0,0,11.75
13,0,5,0,3,0,0,1,6,1,1,0,0,1,0,0,0,15.5
21,2,8,2,5,3,4,1,3,1,1,0,5,3,9,0,0,10.75
16,1,4,0,2,1,2,1,4,1,0,1,1,1,3,0,0,8.75
11,0,2,0,2,1,2,0,3,2,1,0,4,5,1,0,0,14.25
18,4,7,0,1,0,0,2,3,0,1,0,0,4,8,0,0,5.75
14,0,3,0,1,0,0,0,3,0,0,1,0,1,0,0,0,12.5
18,2,5,0,3,0,0,2,4,0,0,1,2,2,4,0,0,6.5
17,1,5,0,1,2,2,1,1,2,0,0,0,1,4,0,0,28.0
20,4,8,0,2,2,2,4,6,2,0,2,0,3,10,1,0,0.5
6,0,1,0,1,1,2,0,0,0,0,0,1,0,1,0,0,3.25
6,1,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4.25
4,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,9.5
12,3,5,1,1,0,2,0,2,0,0,0,1,3,7,0,0,5.75
11,0,3,0,1,2,2,0,3,0,1,0,0,2,2,0,0,7.5
12,1,4,0,2,1,1,2,2,0,0,0,1,3,3,0,0,14.25
10,3,5,0,0,0,0,3,4,0,0,0,1,4,6,0,0,13.75
16,3,6,0,1,0,0,1,6,0,1,0,2,0,6,0,0,3.25
6,0,2,0,1,2,2,0,1,0,1,0,0,0,2,0,0,3.25
11,0,2,0,0,2,4,0,1,0,1,0,0,5,2,0,0,19.75
16,4,11,0,3,0,0,3,4,1,1,0,0,0,8,0,0,15.5
14,1,2,0,0,6,6,2,2,1,1,0,1,4,8,0,0,49.5
23,3,7,0,1,4,6,2,2,3,4,0,3,3,10,0,0,6.5
9,2,3,0,0,0,0,0,2,0,0,0,0,3,4,0,0,15.75
19,2,4,0,0,0,0,3,6,2,0,1,3,1,4,0,0,1.75
8,0,2,0,0,0,0,0,1,2,0,1,3,1,0,0,0,12.5
14,2,3,1,2,0,0,1,3,3,0,1,0,2,5,0,0,15.75
13,1,4,0,0,2,2,2,5,1,1,0,0,1,4,0,0,16.75
13,4,6,0,0,0,0,1,2,2,1,0,2,3,8,0,0,18.0
24,4,7,0,1,2,2,1,3,1,0,2,2,1,10,0,0,19.0
17,4,7,1,2,2,2,1,5,2,0,0,0,0,11,0,0,10.0
17,0,5,0,1,0,0,1,5,2,0,2,3,3,0,0,0,6.0
13,2,3,0,1,0,0,0,2,0,0,0,1,0,4,0,0,25.25
18,3,6,0,0,4,4,3,4,2,1,1,3,3,10,0,0,31.5
21,7,11,0,2,3,4,2,4,2,0,4,2,3,17,0,0,33.25
27,3,11,0,2,5,8,3,2,2,2,2,0,3,11,0,0,29.0
22,5,8,0,0,0,0,2,2,4,1,1,0,1,10,0,0,37.25
23,2,5,0,1,2,2,1,4,7,1,2,0,2,6,0,0,32.25
20,5,5,1,1,0,0,1,4,1,4,2,3,4,11,0,0,15.75
24,1,3,0,1,8,8,1,4,6,0,0,1,3,10,0,0,14.5
23,0,2,0,1,3,4,0,6,1,0,2,0,2,3,0,0,14.25
20,4,11,0,1,0,0,3,2,1,1,0,6,2,8,0,0,6.5
15,0,2,0,0,2,2,0,4,0,0,0,1,0,2,0,0,14.75
15,4,6,1,1,0,0,1,2,1,0,1,1,1,9,0,0,10.25
13,2,6,0,1,0,0,2,3,0,0,0,0,2,4,0,0,37.5
24,4,8,0,1,4,6,6,4,2,1,3,1,2,12,1,0,48.25
23,4,7,0,0,4,7,3,10,5,1,2,1,3,12,1,0,7.75
11,1,3,0,0,0,0,1,4,0,0,0,1,1,2,0,0,25.5
17,2,2,0,0,6,9,5,5,1,0,1,1,1,10,1,0,13.25
13,2,3,0,0,4,4,0,5,0,0,0,2,2,8,0,0,17.75
12,3,7,0,0,0,0,5,6,0,0,0,4,1,6,0,0,7.5
12,3,6,0,1,0,0,1,1,0,0,0,2,4,6,0,0,2.75
13,1,1,0,0,0,0,1,0,1,0,0,1,1,2,0,0,26.25
17,5,9,0,0,6,8,2,3,2,0,2,0,0,16,0,0,36.25
34,3,6,0,0,1,2,5,6,5,1,1,3,3,7,0,0,16.75
22,3,6,0,0,0,2,2,5,5,0,1,0,3,6,0,0,25.0
18,3,6,0,0,2,4,3,1,2,2,0,0,1,8,0,0,16.25
15,2,7,1,1,3,4,2,3,1,0,1,1,2,8,0,0,10.5
11,2,4,0,0,0,0,1,1,1,1,1,2,3,4,0,0,14.25
15,2,3,0,0,0,0,2,5,0,0,1,1,1,4,0,0,24.0
21,7,9,0,0,0,0,2,4,1,1,0,1,1,14,0,0,21.0
18,5,9,0,1,1,2,4,4,1,0,0,0,1,11,0,0,26.25
21,5,5,1,1,2,2,1,2,1,2,2,2,2,13,0,0,21.25
31,6,10,0,2,3,4,1,4,2,0,0,0,2,15,0,0,20.75
23,4,6,0,0,1,2,1,2,1,2,1,0,1,9,0,0,35.25
25,5,11,0,0,0,0,3,4,3,1,4,1,1,10,0,0,22.75
26,5,5,0,0,3,4,2,3,1,0,2,1,3,13,0,0,22.75
28,3,10,1,4,1,1,1,6,0,0,3,1,2,8,0,0,44.75
27,12,15,1,2,1,1,2,7,1,1,2,0,3,26,0,0,29.75
27,5,10,0,2,7,9,3,6,0,2,1,1,3,17,0,0,39.0
31,7,11,0,1,4,6,2,10,3,0,3,3,3,18,1,0,17.75
18,4,8,0,0,2,2,1,4,2,0,1,1,1,10,0,0,34.5
25,8,10,0,1,5,6,1,9,3,0,0,1,4,21,1,0,14.25
23,2,5,0,0,0,0,2,5,4,0,1,1,4,4,0,0,50.25
26,3,6,0,0,5,8,2,7,3,3,1,2,4,11,0,0,31.25
30,6,8,0,0,0,0,2,11,2,0,2,5,3,12,1,0,29.75
25,7,12,0,1,2,2,1,4,1,2,1,1,3,16,0,0,49.0
30,6,14,0,1,5,6,5,7,4,1,2,1,2,17,1,0,53.0
33,6,9,0,1,1,1,3,7,8,1,1,0,2,13,1,0,23.5
27,3,5,0,0,4,4,3,7,2,0,0,1,1,10,1,0,19.5
12,4,10,1,3,0,0,3,5,1,0,0,0,2,9,0,0,13.25
30,4,13,1,4,0,0,0,4,7,0,0,4,6,9,0,0,11.75
20,3,5,0,2,3,3,1,2,6,0,0,2,4,9,0,0,14.5
26,2,5,1,1,0,0,0,4,2,1,0,4,4,5,0,0,50.25
36,11,19,0,2,2,2,0,7,3,2,0,1,5,24,0,0,33.5
26,5,8,0,0,2,2,0,2,7,1,0,4,3,12,0,0,64.0
34,11,21,1,3,1,2,0,4,6,2,0,3,5,24,0,0,63.0
36,4,14,0,1,4,6,0,8,7,2,0,2,3,12,0,0,49.5
29,8,11,0,0,1,1,0,8,7,1,1,1,5,17,0,0,60.0
30,4,11,0,0,1,3,0,8,7,2,0,2,6,9,0,0,66.0
32,5,12,1,2,2,2,0,4,8,2,0,1,1,13,0,0,19.75
31,6,15,0,1,2,2,0,3,8,0,2,4,3,14,0,0,53.25
28,6,12,1,2,1,1,0,3,4,3,0,2,2,14,0,0,23.75
40,6,9,2,2,2,3,0,5,17,0,0,2,4,16,1,0,61.5
34,8,15,0,2,0,0,0,4,7,2,0,3,2,16,0,0,62.25
30,7,14,1,2,0,0,0,5,7,2,0,3,4,15,0,0,36.0
25,2,9,1,1,1,2,0,0,5,2,0,1,5,6,0,0,91.25
30,4,11,0,1,2,2,1,4,8,3,2,2,6,10,0,0,25.75
31,2,7,0,1,2,2,0,5,4,1,2,5,3,6,0,0,6.75
30,3,8,0,0,0,0,1,0,3,0,0,1,2,6,0,0,40.0
33,3,14,0,1,0,0,1,3,5,2,0,2,1,6,0,0,71.0
31,5,10,1,1,2,2,0,4,9,2,0,3,4,13,0,0,43.0
27,5,11,1,2,5,6,1,3,3,2,2,1,2,16,0,0,133.0
36,4,14,1,5,0,0,0,4,10,4,0,3,5,9,0,0,53.5
35,2,8,0,3,2,2,0,2,7,2,2,2,5,6,0,0,20.75
31,6,10,2,3,1,1,0,3,0,0,2,6,4,15,0,0,67.25
34,6,14,1,1,1,3,1,4,8,2,0,3,3,14,0,0,15.25
32,3,11,1,2,0,0,1,4,4,0,1,1,4,7,0,0,73.0
38,8,13,2,4,0,0,1,3,8,2,1,2,3,18,0,0,21.25
30,5,11,1,5,3,4,0,5,9,0,1,3,4,14,0,0,81.0
33,3,6,0,1,0,0,1,3,8,3,0,4,1,6,0,0,24.0
33,1,9,0,1,0,0,0,4,6,1,0,2,4,2,0,0,16.75
29,4,9,0,2,0,0,0,3,2,1,0,2,1,8,0,0,4.75
25,2,7,0,2,0,0,1,0,5,0,0,1,3,4,0,0,50.5
31,3,8,1,1,2,2,1,3,4,3,0,0,5,9,0,0,18.25
32,5,11,3,5,1,2,0,1,6,0,1,1,6,14,0,0,54.5
27,6,12,2,5,0,0,1,3,6,2,0,3,3,14,0,0,43.25
31,2,9,0,2,1,1,1,6,5,2,0,1,5,5,0,0,36.25
26,2,6,0,2,0,0,1,4,4,2,1,0,2,4,0,0,35.25
28,3,6,1,2,0,0,1,6,3,2,1,2,3,7,0,0,30.5
