Minutes played,Field Goals Made,Field Goals Attempted,Field Goals 3 Points Made,Field Goal 3 Points Attempt,Free Throws Made,Free Throws Attempt,Offensive Rebounds,Defensive Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Double-double,Triple-double,Draftkings next game score
20,4,7,1,1,7,7,1,4,2,1,0,1,1,16,0,0,37.75
35,8,14,2,5,2,2,1,8,1,2,0,1,3,20,0,0,45.75
42,11,21,0,3,0,1,4,9,2,1,0,0,2,22,1,0,16.0
26,4,10,0,1,3,5,2,2,3,0,0,0,3,11,0,0,28.75
27,3,7,0,1,3,4,3,4,2,2,0,2,2,9,0,0,6.25
11,2,6,0,1,0,0,1,2,0,0,0,3,5,4,0,0,4.75
23,1,5,0,1,2,2,0,1,2,0,0,1,2,4,0,0,18.0
22,5,8,0,1,6,6,0,2,2,0,0,1,2,16,0,0,27.0
24,5,13,0,0,4,9,4,6,1,0,0,2,2,14,1,0,29.75
33,6,16,2,5,1,2,0,5,2,1,1,1,2,15,0,0,18.0
28,3,11,0,2,0,0,0,4,2,1,1,2,5,6,0,0,9.75
17,3,6,1,2,2,2,1,0,0,2,0,2,2,9,0,0,18.0
27,5,8,0,2,2,2,2,4,2,0,0,3,1,12,0,0,19.5
32,5,7,1,1,1,1,4,2,2,0,1,5,1,12,0,0,18.25
31,5,9,0,2,3,4,1,4,0,1,0,2,4,13,0,0,20.75
36,5,8,0,3,2,2,0,3,2,1,0,2,4,12,0,0,27.25
27,7,14,1,3,8,9,1,2,2,0,0,0,0,23,0,0,28.75
33,10,16,1,2,4,6,1,2,4,0,0,1,3,25,0,0,25.25
33,7,14,1,2,2,3,5,2,6,0,0,2,1,17,0,0,43.25
35,8,13,2,4,4,8,1,4,5,1,0,2,1,22,0,0,20.0
32,6,10,1,4,3,4,0,4,8,0,0,3,2,16,0,0,26.25
29,8,12,0,1,7,7,0,3,6,0,0,1,2,23,0,0,15.0
32,4,12,1,4,3,4,0,2,7,0,0,0,1,12,0,0,9.75
22,2,6,1,1,1,2,1,0,0,0,1,0,1,6,0,0,12.0
25,3,8,0,3,1,1,1,1,1,1,0,1,2,7,0,0,29.5
19,4,8,1,2,6,7,1,1,2,2,0,1,2,15,0,0,12.5
13,3,4,0,0,4,6,0,2,1,0,0,0,3,10,0,0,19.5
17,5,7,0,1,3,3,0,4,1,0,1,1,1,13,0,0,13.75
17,5,6,0,0,0,0,1,2,1,0,0,0,3,10,0,0,23.25
22,6,10,2,3,0,0,0,7,4,0,0,1,2,14,0,0,22.75
20,7,14,0,3,5,5,2,1,1,0,0,0,1,19,0,0,20.5
20,5,10,2,3,0,0,2,4,1,0,0,0,0,12,0,0,18.0
19,5,10,1,2,4,5,1,1,1,0,0,0,3,15,0,0,14.75
21,2,9,1,2,3,4,1,4,0,0,0,0,2,8,0,0,33.0
19,8,11,0,1,3,4,1,3,3,1,0,0,1,19,0,0,10.75
16,3,8,0,2,1,2,0,3,3,0,0,0,1,7,0,0,16.5
19,5,10,0,1,2,2,2,2,0,0,0,1,3,12,0,0,3.75
14,2,6,0,2,0,0,0,1,2,0,0,3,4,4,0,0,11.75
13,2,10,1,1,0,2,3,2,1,0,0,0,0,5,0,0,4.0
15,1,3,0,1,2,2,0,0,1,0,0,0,4,4,0,0,12.25
19,6,10,0,1,0,0,1,0,2,0,0,2,1,12,0,0,4.0
8,1,4,0,0,0,0,0,2,2,0,0,1,0,2,0,0,4.5
14,1,4,0,0,3,6,0,0,0,0,0,1,0,5,0,0,7.25
12,2,5,0,0,0,0,1,2,0,0,0,1,1,4,0,0,24.0
16,6,7,3,3,0,2,2,4,2,0,0,0,4,15,0,0,5.25
12,1,5,0,2,0,0,1,2,0,0,0,1,2,2,0,0,20.0
17,7,10,0,0,2,2,0,4,0,0,0,2,0,16,0,0,28.0
18,6,11,0,1,2,2,2,6,1,1,1,2,1,14,0,0,18.75
32,4,5,0,1,3,6,0,7,3,0,0,2,2,11,0,0,7.5
14,2,5,0,0,1,2,0,2,4,0,0,0,1,5,0,0,22.0
29,5,10,0,0,6,6,1,5,1,0,0,3,2,16,0,0,11.75
15,3,6,0,1,2,3,0,1,1,1,0,1,2,8,0,0,17.25
18,5,8,0,0,3,4,0,1,1,1,1,4,4,13,0,0,11.25
15,3,5,0,0,0,0,0,3,1,1,0,3,1,6,0,0,26.0
22,8,14,1,3,1,1,1,3,1,1,0,1,3,18,0,0,6.75
12,1,7,0,1,1,2,1,2,1,0,0,0,0,3,0,0,9.5
15,2,9,0,4,2,4,0,4,0,0,0,3,0,6,0,0,6.25
16,1,4,0,1,0,0,0,1,2,0,2,2,1,2,0,0,15.75
12,4,6,1,1,0,0,1,2,1,1,0,1,3,9,0,0,15.25
19,2,5,1,2,0,0,0,1,3,1,0,1,3,5,0,0,9.75
9,3,4,1,1,1,2,0,1,0,0,0,0,0,8,0,0,24.0
23,3,9,1,3,2,2,0,6,2,1,1,2,1,9,0,0,16.5
21,2,13,1,7,0,0,0,2,2,1,0,1,0,5,0,0,11.0
23,1,9,1,5,3,3,0,2,1,1,0,2,1,6,0,0,15.25
26,4,10,3,5,2,2,0,1,0,2,0,1,5,13,0,0,14.5
21,2,8,2,5,3,3,0,4,2,0,0,1,2,9,0,0,21.5
29,7,13,4,7,2,2,0,0,1,0,0,1,3,20,0,0,4.75
31,2,9,0,2,1,1,0,1,3,0,0,3,5,5,0,0,22.25
31,3,16,2,9,8,8,0,3,5,0,1,1,2,16,0,0,18.5
27,2,11,2,8,2,2,1,1,2,1,1,2,1,8,0,0,11.75
25,3,10,1,6,2,2,0,1,0,2,1,2,1,9,0,0,42.75
35,2,6,0,2,0,0,0,3,6,2,0,2,4,4,0,0,18.0
32,5,11,1,3,0,1,1,5,2,0,0,2,4,11,0,0,13.25
32,4,15,3,12,0,0,0,1,0,1,0,1,2,11,0,0,14.0
22,1,8,0,5,2,2,0,6,1,1,0,1,4,4,0,0,5.25
23,0,7,0,3,0,1,0,5,3,0,0,2,1,0,0,0,11.25
17,2,8,1,5,0,0,1,2,3,0,1,0,0,5,0,0,11.75
30,5,14,0,4,1,2,0,1,7,0,0,1,3,11,0,0,14.25
25,4,13,1,5,4,4,0,1,1,0,0,1,2,13,0,0,31.0
24,3,13,2,5,3,4,1,5,4,1,0,1,1,11,0,0,8.25
22,2,6,0,4,2,3,0,3,2,0,0,3,2,6,0,0,23.75
28,5,10,5,6,5,6,0,1,1,0,0,0,1,20,0,0,3.0
16,0,8,0,4,1,2,0,0,0,0,1,0,0,1,0,0,22.0
20,0,5,0,3,0,0,0,2,2,3,1,1,0,0,0,0,0.0
11,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1.0
6,0,3,0,1,1,1,0,0,0,0,0,0,0,1,0,0,4.5
10,1,3,1,3,1,3,0,0,3,0,0,0,1,4,0,0,11.0
16,1,7,1,6,2,2,0,0,1,2,0,1,1,5,0,0,2.0
9,1,3,0,2,0,0,0,0,0,0,0,0,1,2,0,0,9.5
13,1,4,1,3,2,2,0,2,0,0,1,1,1,5,0,0,1.25
7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0
18,2,5,0,3,0,0,0,0,2,2,0,0,1,4,0,0,16.75
16,2,4,1,3,4,4,0,1,1,2,0,0,1,9,0,0,3.75
14,0,3,0,1,0,2,0,3,2,0,0,0,1,0,0,0,5.0
16,2,7,1,5,0,0,0,0,2,0,0,1,2,5,0,0,18.25
27,4,11,4,9,1,1,0,3,2,0,0,1,2,13,0,0,20.5
28,6,12,3,7,2,4,0,2,5,0,0,1,0,17,0,0,25.0
12,4,9,2,5,0,0,0,2,2,2,0,1,0,10,0,0,31.75
28,8,19,4,10,1,1,0,3,2,1,0,2,0,21,0,0,24.75
30,2,11,1,5,4,6,1,4,3,1,0,0,3,9,0,0,5.25
22,0,6,0,1,2,2,0,1,2,0,1,0,1,2,0,0,8.5
19,2,6,2,4,3,3,0,0,2,0,0,3,2,9,0,0,6.0
15,1,5,1,4,0,0,0,2,0,0,0,0,2,3,0,0,10.25
19,1,6,0,4,3,3,0,3,1,0,1,1,3,5,0,0,6.75
13,1,4,1,1,0,0,0,3,3,0,0,1,0,3,0,0,1.5
14,1,2,0,0,0,0,0,0,1,0,0,1,3,2,0,0,53.5
27,6,14,1,7,3,3,0,2,4,3,0,3,2,16,0,0,31.5
23,8,12,3,7,0,0,1,1,3,1,0,1,2,19,0,0,19.5
31,3,11,0,4,6,6,0,6,2,0,0,0,2,12,0,0,24.75
32,4,12,2,7,2,2,0,3,3,1,0,2,1,12,0,0,30.0
32,7,15,3,10,2,3,1,3,2,1,0,3,5,19,0,0,22.5
33,8,14,1,4,2,3,0,4,5,0,0,4,1,19,0,0,25.25
32,5,14,1,7,2,3,0,1,4,1,0,3,5,13,0,0,16.25
32,7,13,2,5,0,0,0,1,8,0,0,4,0,16,0,0,19.75
28,5,9,2,3,5,7,2,1,7,0,0,4,2,17,0,0,38.75
22,4,7,4,6,3,4,0,3,6,1,0,0,1,15,0,0,3.0
16,0,2,0,1,0,0,0,2,2,0,1,3,1,0,0,0,17.25
20,5,11,1,4,0,2,0,1,2,1,0,3,3,11,0,0,27.75
26,6,10,2,6,3,4,0,1,3,1,0,1,0,17,0,0,3.5
18,1,4,0,1,0,0,0,2,3,0,0,2,2,2,0,0,12.75
19,4,11,1,6,2,2,0,1,0,0,0,0,1,11,0,0,13.5
13,3,7,2,6,2,2,0,2,1,0,0,0,2,10,0,0,2.75
10,1,1,0,0,0,0,1,0,0,0,0,1,1,2,0,0,9.25
3,0,1,0,1,5,5,0,1,1,1,0,0,0,5,0,0,9.75
8,3,5,2,3,0,0,0,1,0,0,0,1,1,8,0,0,0.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.5
9,3,6,3,4,0,0,0,0,0,0,0,2,2,9,0,0,3.5
8,0,3,0,3,1,2,0,2,1,0,0,0,1,1,0,0,37.75
18,3,7,1,4,3,3,0,3,4,2,0,1,0,10,0,0,4.5
2,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0.0
2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.75
6,3,5,1,3,0,0,0,1,0,0,1,0,0,7,0,0,21.5
21,4,8,3,6,5,5,1,1,1,0,1,1,4,16,0,0,37.25
26,10,16,5,10,1,1,0,3,1,1,1,0,0,26,0,0,18.75
20,5,10,2,6,2,2,0,3,4,0,0,0,2,14,0,0,19.5
22,6,11,3,5,3,4,0,0,3,0,0,0,2,18,0,0,16.0
21,5,10,1,5,3,4,0,2,1,0,0,2,1,14,0,0,39.25
24,8,16,6,11,1,1,0,1,2,2,0,0,3,23,0,0,35.0
34,10,15,3,6,2,2,1,1,2,1,0,0,2,25,0,0,47.5
38,10,21,3,9,3,3,0,4,5,1,0,0,4,26,0,0,23.0
39,5,16,2,9,7,7,0,4,2,0,0,4,0,19,0,0,21.25
30,5,13,2,6,5,5,1,2,5,0,0,1,3,17,0,0,15.0
32,5,11,3,6,2,3,0,0,4,0,0,3,2,15,0,0,10.75
18,3,8,1,6,0,0,0,1,1,1,0,2,1,7,0,0,11.25
13,3,9,3,6,0,0,1,0,0,1,0,1,4,9,0,0,15.5
30,3,15,3,9,1,2,0,2,1,1,0,3,1,10,0,0,7.25
16,3,10,0,5,0,0,0,1,4,0,0,0,3,6,0,0,11.75
17,4,9,1,4,1,1,0,1,6,0,0,0,2,10,0,0,0.25
15,0,4,0,3,0,0,0,1,2,0,0,2,4,0,0,0,58.75
25,8,11,3,5,2,2,0,1,4,3,0,2,2,21,0,0,6.75
17,2,9,0,5,0,0,0,1,1,0,1,1,1,4,0,0,17.25
25,5,13,3,7,4,4,0,1,4,0,0,5,2,17,0,0,51.0
23,5,12,2,8,2,3,0,0,4,3,0,0,3,14,0,0,14.5
22,4,10,1,6,3,3,1,1,2,0,0,1,4,12,0,0,11.75
17,1,7,1,4,3,4,0,1,0,0,2,0,1,6,0,0,28.25
25,7,16,6,10,2,3,1,2,0,2,0,1,4,22,0,0,35.25
25,5,12,2,6,3,3,0,1,3,2,0,0,2,15,0,0,15.25
20,1,5,1,3,1,2,1,4,1,1,1,1,2,4,0,0,16.25
22,3,14,2,7,2,2,1,4,3,0,0,2,0,10,0,0,6.25
16,2,6,1,3,0,0,0,1,1,0,0,1,0,5,0,0,57.25
25,5,12,2,8,5,6,0,3,6,2,0,1,1,17,0,0,13.25
17,4,10,2,6,1,2,0,1,1,0,0,0,1,11,0,0,14.0
13,3,9,2,7,1,2,1,1,2,0,1,1,3,9,0,0,18.5
26,4,11,0,6,6,7,1,3,3,0,0,1,3,14,0,0,19.0
34,6,10,4,8,0,0,0,2,1,0,0,3,1,16,0,0,23.25
19,6,11,4,9,4,4,1,0,0,0,0,0,4,20,0,0,26.5
20,6,10,3,7,5,5,1,3,0,0,0,0,1,20,0,0,46.0
33,12,22,4,9,10,11,0,4,6,0,1,2,2,38,0,0,24.75
3,1,2,1,2,0,0,0,0,0,0,0,0,0,3,0,0,1.25
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,23.5
20,5,16,3,10,0,0,1,3,1,1,1,2,3,13,0,0,16.0
18,4,10,2,7,1,2,0,2,1,0,1,1,5,11,0,0,23.5
20,5,11,3,6,0,3,2,4,1,0,1,1,1,13,0,0,36.5
11,4,7,0,1,0,0,1,1,3,3,0,2,2,8,0,0,16.25
11,3,6,1,3,3,3,3,2,1,0,0,1,3,10,0,0,9.5
17,0,5,0,2,0,0,0,6,1,0,1,0,5,0,0,0,19.0
18,5,14,1,8,3,4,1,1,1,0,1,0,2,14,0,0,25.25
18,7,13,4,8,2,2,0,1,1,0,1,0,4,20,0,0,2.75
8,1,3,0,1,0,0,1,0,0,0,0,1,2,2,0,0,0.0
3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10.5
7,1,2,0,0,0,0,1,1,2,1,0,0,1,2,0,0,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.0
13,4,6,2,3,0,0,0,2,0,0,2,1,5,10,0,0,26.75
14,5,13,4,6,0,0,2,7,1,0,0,1,3,14,0,0,13.75
10,2,5,1,1,3,3,1,2,0,0,1,1,1,8,0,0,21.5
22,4,7,0,2,4,4,1,5,0,1,1,0,5,12,0,0,40.25
33,7,15,2,5,3,4,4,5,1,3,0,0,5,19,0,0,21.75
22,5,12,1,4,2,3,1,4,1,1,0,2,5,13,0,0,18.75
27,2,10,1,3,1,1,0,5,2,0,3,0,2,6,0,0,14.75
19,4,7,0,3,1,3,0,3,0,1,1,0,5,9,0,0,12.75
23,3,6,1,2,0,1,0,1,2,0,2,0,4,7,0,0,24.0
27,4,13,0,2,1,2,5,7,2,0,0,0,1,9,0,0,63.0
27,5,12,1,4,2,2,3,11,3,3,2,1,4,13,1,0,36.75
25,5,10,3,3,3,6,5,6,3,0,2,0,2,16,1,0,30.25
28,5,14,1,5,5,6,1,2,3,1,1,2,4,16,0,0,26.25
25,4,14,0,5,2,2,1,4,1,3,1,2,3,10,0,0,23.5
23,5,8,0,0,1,2,0,4,3,1,0,3,4,11,0,0,20.25
18,2,5,0,1,4,6,2,3,1,0,3,0,0,8,0,0,17.0
18,3,8,2,4,0,0,0,2,2,1,0,1,1,8,0,0,41.25
28,5,13,1,4,0,0,1,4,4,2,0,1,5,11,0,0,15.25
20,4,6,1,1,2,2,2,1,1,0,0,0,3,11,0,0,31.0
24,7,10,1,3,2,3,1,5,1,1,2,2,4,17,0,0,19.0
23,6,9,0,2,1,2,0,4,1,0,1,2,5,13,0,0,1.0
10,1,2,0,0,0,0,0,0,0,0,0,2,5,2,0,0,21.75
16,4,7,1,3,4,7,2,3,1,0,1,0,4,13,0,0,31.25
16,6,8,3,4,1,2,1,6,1,0,3,2,1,16,0,0,20.75
29,3,7,1,4,4,4,1,6,1,0,1,3,3,11,0,0,12.25
14,3,6,1,3,2,2,1,2,0,0,0,2,2,9,0,0,19.0
28,4,9,1,2,0,0,0,2,1,2,1,2,2,9,0,0,24.25
29,5,8,2,4,2,2,0,3,1,0,3,1,1,14,0,0,37.5
25,6,7,1,2,0,0,0,8,2,1,4,0,3,13,0,0,27.5
27,5,10,2,4,8,8,1,3,2,0,1,1,4,20,0,0,28.5
24,5,16,1,6,0,0,4,6,1,0,2,2,6,11,1,0,45.75
27,6,10,1,2,6,9,4,3,1,3,5,3,3,19,0,0,16.75
13,5,11,2,3,0,0,2,1,0,0,0,0,5,12,0,0,40.25
32,3,7,2,3,0,0,2,9,3,2,0,1,4,8,0,0,30.25
28,8,12,0,1,1,2,3,6,1,0,1,0,4,17,0,0,35.5
27,12,21,1,4,4,6,4,2,0,2,0,3,3,29,0,0,14.0
21,3,12,0,4,0,0,0,2,2,1,0,1,5,6,0,0,31.75
20,9,13,2,3,3,4,2,1,0,1,2,0,2,23,0,0,13.25
16,3,7,0,0,1,2,1,4,4,0,0,0,1,7,0,0,4.0
14,1,5,0,1,0,0,0,2,1,0,0,1,3,2,0,0,14.75
15,4,7,1,2,1,1,0,1,1,1,0,0,3,10,0,0,44.75
18,8,14,2,3,0,1,2,7,3,1,3,1,2,18,0,0,11.0
18,2,8,0,3,0,0,0,4,2,0,1,0,4,4,0,0,19.75
17,3,4,0,1,5,6,1,6,0,0,0,0,1,11,0,0,15.75
15,2,7,1,6,0,0,0,7,1,0,1,1,0,5,0,0,22.5
22,6,14,1,4,0,0,0,4,0,1,3,4,4,13,0,0,28.75
18,8,12,0,3,1,2,0,1,3,1,1,1,4,17,0,0,13.5
13,4,6,0,1,1,2,1,1,2,0,1,0,5,9,0,0,15.25
16,2,6,1,3,2,2,1,4,0,1,1,1,2,7,0,0,30.5
24,7,9,1,3,0,0,0,4,1,2,2,0,4,15,0,0,20.0
14,4,9,0,1,3,4,2,2,1,0,2,0,1,11,0,0,11.0
19,3,4,0,0,0,4,2,2,0,0,0,0,1,6,0,0,10.5
13,3,8,0,2,0,0,2,2,1,0,0,1,2,6,0,0,20.0
15,3,5,0,0,4,5,1,3,1,1,1,0,1,10,0,0,11.5
13,1,2,0,0,6,6,0,2,1,0,1,2,1,8,0,0,14.75
15,3,4,2,3,1,2,0,5,1,0,0,3,0,9,0,0,14.0
14,3,4,1,2,1,3,0,6,0,1,0,4,1,8,0,0,30.5
17,7,14,0,2,2,3,2,0,2,2,0,0,2,16,0,0,8.5
11,1,4,0,0,0,2,1,1,0,0,2,0,0,2,0,0,7.25
9,0,0,0,0,2,2,1,2,0,0,1,1,1,2,0,0,9.25
15,2,7,0,0,2,2,3,0,1,0,0,1,1,6,0,0,29.25
23,5,7,2,2,6,7,1,4,1,0,2,0,3,18,0,0,11.25
18,1,3,1,3,2,2,0,3,0,0,1,0,5,5,0,0,21.75
21,4,8,2,3,0,0,0,7,0,1,1,0,1,10,0,0,22.75
15,5,7,1,2,5,6,2,3,0,0,0,0,1,16,0,0,8.0
11,3,6,1,3,1,2,0,0,0,0,0,1,1,8,0,0,19.75
28,6,9,2,4,4,4,0,1,2,0,0,1,1,18,0,0,8.75
17,1,7,0,2,0,0,0,3,0,0,2,2,4,2,0,0,45.25
31,3,10,0,4,3,4,3,12,2,2,3,1,1,9,0,0,24.75
22,6,12,0,3,4,5,4,3,2,0,0,0,3,16,0,0,24.25
21,5,10,1,2,2,3,1,6,0,0,1,0,2,13,0,0,17.0
14,3,5,0,0,4,4,1,3,1,0,1,0,0,10,0,0,34.75
24,11,15,2,3,0,0,0,7,2,0,1,2,4,24,0,0,4.75
13,2,8,0,2,0,0,1,0,0,0,0,1,3,4,0,0,18.5
18,5,7,2,3,1,3,0,2,0,0,1,0,1,13,0,0,8.0
17,2,6,1,3,0,0,0,0,1,0,2,3,3,5,0,0,21.25
15,6,9,1,2,0,3,1,4,0,0,1,1,2,13,0,0,28.75
22,7,13,3,6,0,2,2,3,0,1,2,0,6,17,0,0,27.25
25,6,14,2,6,0,0,3,4,0,1,2,1,3,14,0,0,12.5
18,3,5,0,2,0,0,1,5,1,0,0,2,4,6,0,0,21.5
16,3,5,1,3,2,2,2,6,4,0,1,0,3,9,0,0,18.25
14,6,9,0,1,1,2,1,2,1,0,1,1,0,13,0,0,18.5
31,4,9,0,4,2,4,0,6,0,1,1,2,3,10,0,0,29.75
20,5,13,0,1,2,5,5,0,2,1,3,1,3,12,0,0,24.75
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25
3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.75
6,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,31.75
28,9,12,1,2,0,3,4,3,0,1,2,1,4,19,0,0,13.5
18,3,5,0,2,1,4,2,4,0,0,0,2,3,7,0,0,7.5
24,1,5,1,3,0,0,1,1,2,0,1,1,1,3,0,0,7.0
11,2,2,1,1,0,0,1,1,0,0,0,2,2,5,0,0,4.0
4,1,1,0,0,2,2,0,0,0,0,0,0,0,4,0,0,19.75
19,5,7,2,4,1,1,0,5,0,0,0,1,2,13,0,0,13.5
14,1,3,0,0,2,2,2,4,1,0,1,0,2,4,0,0,21.25
24,4,7,0,0,3,4,2,7,4,0,0,2,2,11,0,0,19.5
26,6,12,1,3,1,2,0,4,3,0,0,0,6,14,0,0,56.25
26,3,9,1,3,3,3,6,3,3,4,0,3,3,10,0,0,19.0
28,4,6,0,2,0,0,1,3,2,1,0,0,3,8,0,0,33.0
26,5,10,0,2,0,0,3,7,3,1,0,0,3,10,1,0,24.25
27,4,11,1,2,7,7,2,1,1,0,2,0,4,16,0,0,5.25
10,2,2,0,0,0,0,0,1,0,0,0,0,2,4,0,0,5.0
12,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,9.25
12,0,3,0,0,2,2,0,3,0,2,2,1,0,2,0,0,17.0
19,6,9,0,1,1,2,0,2,1,0,1,1,2,13,0,0,50.75
34,5,10,1,4,0,0,2,5,3,3,3,5,0,11,0,0,14.75
19,3,5,0,1,1,2,2,3,3,0,1,1,1,7,0,0,21.25
18,2,3,1,1,1,2,3,4,2,1,0,0,4,6,0,0,26.5
24,4,6,0,1,3,4,2,8,2,0,1,1,3,11,1,0,43.5
23,4,9,1,3,1,2,2,6,4,2,0,2,6,10,0,0,17.75
21,3,4,2,3,0,0,0,7,2,0,0,0,5,8,0,0,13.75
20,2,6,0,0,2,2,2,3,3,0,1,1,1,6,0,0,21.25
28,4,5,2,2,2,2,2,3,1,1,0,2,3,12,0,0,18.25
17,2,5,1,2,0,0,1,4,1,2,1,3,5,5,0,0,12.0
32,3,7,1,3,0,1,0,4,2,0,0,1,5,7,0,0,65.75
28,5,10,1,3,4,5,0,9,7,2,0,6,2,15,0,0,25.0
22,2,9,0,3,1,2,2,6,1,3,1,2,2,5,0,0,30.5
28,4,7,0,2,4,4,3,3,2,2,0,2,3,12,0,0,16.5
20,4,5,1,1,0,0,2,4,1,0,0,1,1,9,0,0,20.75
26,5,8,0,2,0,0,0,1,3,1,1,3,2,10,0,0,22.5
33,3,4,0,0,4,6,1,7,1,1,2,9,2,10,0,0,33.25
32,4,9,1,1,2,2,2,3,2,2,2,1,4,11,0,0,17.0
24,3,5,0,1,2,2,3,5,1,0,0,2,3,8,0,0,29.5
34,6,13,0,2,6,7,3,5,2,0,1,1,3,18,0,0,15.0
31,4,7,1,1,0,0,1,3,0,1,1,3,5,9,0,0,44.5
29,3,11,0,1,3,4,1,5,3,3,1,2,2,9,0,0,13.75
27,1,5,0,2,2,4,2,5,1,0,1,2,3,4,0,0,54.25
34,5,14,0,2,2,4,2,7,3,3,2,0,0,12,0,0,29.5
32,7,12,1,2,2,2,4,6,3,0,0,4,3,17,1,0,5.5
23,1,6,0,1,0,0,0,4,2,0,0,3,1,2,0,0,9.75
23,2,4,0,1,1,4,0,5,1,0,1,7,2,5,0,0,21.75
24,2,8,1,2,0,0,3,6,2,1,0,2,2,5,0,0,11.25
28,4,6,1,1,0,0,0,3,4,0,0,4,6,9,0,0,18.0
22,4,9,1,3,0,0,2,2,2,0,2,1,1,9,0,0,31.0
21,4,6,1,1,2,2,2,6,3,1,1,3,4,11,0,0,20.25
28,3,6,1,1,0,0,0,3,3,1,0,0,6,7,0,0,41.0
29,8,16,1,4,1,1,3,5,2,2,1,3,1,18,0,0,42.5
21,2,9,0,5,3,4,3,5,4,2,1,1,4,7,0,0,22.75
27,5,7,1,1,4,4,0,7,1,0,0,3,2,15,0,0,42.25
16,5,9,2,3,1,1,2,7,2,3,0,2,2,13,0,0,13.75
23,1,8,0,3,0,0,2,3,2,1,0,1,1,2,0,0,15.75
22,3,6,0,1,5,5,1,4,0,1,0,3,3,11,0,0,19.75
27,2,8,0,4,2,2,2,3,2,1,1,1,2,6,0,0,10.75
24,3,6,0,2,0,0,1,4,0,1,0,3,4,6,0,0,2.25
22,1,2,0,1,0,1,0,1,0,0,0,2,1,2,0,0,14.5
24,2,6,1,3,0,0,0,4,2,1,0,4,2,5,0,0,25.25
26,3,8,0,2,3,4,0,7,2,1,1,1,5,9,0,0,8.75
22,3,8,0,1,0,0,1,0,0,0,1,1,2,6,0,0,16.25
12,0,4,0,2,0,0,0,2,3,0,0,0,0,0,0,0,4.0
5,0,2,0,1,0,0,0,2,0,0,1,1,2,0,0,0,26.5
31,5,10,3,5,3,4,1,5,3,0,1,1,4,16,0,0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
6,1,5,1,2,1,2,0,0,0,0,0,0,0,4,0,0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
2,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,8.5
19,2,3,0,1,0,0,1,3,0,0,0,1,1,4,0,0,6.25
14,0,4,0,1,0,0,2,3,0,0,0,0,3,0,0,0,15.25
17,3,7,2,5,0,2,0,5,0,0,0,0,1,8,0,0,27.25
20,5,7,3,5,1,2,1,6,1,1,1,4,2,14,0,0,19.75
19,3,7,1,5,2,2,2,5,0,2,1,1,3,9,0,0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
6,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,9.25
17,2,4,0,2,3,5,0,1,1,0,1,2,2,7,0,0,1.25
3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21.5
18,6,8,0,1,2,4,1,3,1,1,0,1,2,14,0,0,0.0
3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75
9,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2.0
2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.25
3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5.25
9,1,3,0,2,0,0,1,2,0,0,0,1,1,2,0,0,14.5
25,3,10,0,5,2,3,1,5,5,0,0,2,5,8,0,0,6.5
4,1,2,0,0,0,0,1,1,1,0,1,0,1,2,0,0,7.0
8,3,4,1,1,0,1,0,0,0,0,0,1,3,7,0,0,6.0
17,0,6,0,3,0,0,0,0,1,1,2,2,4,0,0,0,0.0
3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.25
4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,11.75
15,1,4,0,1,0,0,1,2,1,2,0,0,2,2,0,0,5.5
6,1,1,0,0,1,1,0,2,0,0,0,0,2,3,0,0,13.0
16,3,4,0,0,0,0,1,3,0,0,1,0,4,6,0,0,3.5
4,1,2,1,1,0,0,0,0,1,0,0,0,0,3,0,0,22.75
24,6,14,2,4,1,2,1,4,1,0,1,3,1,15,0,0,12.0
